id,ahu,air,airCooling,airRef,area,boiler,bypass,chilled,chilledWaterCooling,chilledWaterRef,chiller,cmd,computed,cool,cooling,cur,damper,daytime,delta,directZone,dis,discharge,domestic,effective,elecHeating,enable,entering,enum,equip,equipRef,exhaust,fan,fanPowered,fcu,flow,geoAddr,geoCity,geoCoord,geoCountry,geoCounty,geoPostalCode,geoState,geoStreet,heat,heating,his,hot,hotWaterHeating,hotWaterRef,humidifier,humidity,hvac,kind,leaving,maxVal,minVal,mixed,outside,plant,primaryLoop,point,pointFunction,pressure,primaryFunction,pump,return,rtu,run,sensor,singleDuct,site,siteRef,sp,space,spaceRef,speed,steam,temp,thermostat,tz,unit,valve,vav,vavZone,water,weather,weatherCond,weatherStationRef,weatherStation,yearBuilt,zone,custom
@b-0313,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-44 Discharge Air Flow,✓,"","","","","","","",@b-0311,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0314,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-44 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0311,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-0315,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-44 Heating Valve Output,"","","","","","","","",@b-0311,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-0316,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-44 Supply Air Temperature,✓,"","","","","","","",@b-0311,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-0317,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-44 Zone Air Temp Setpoint,"","","","","","","","",@b-0311,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:09.627-04:00 New_York, inScope, backgroundPoint}"
@b-0318,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-44 Zone Temperature,"","","","","","","","",@b-0311,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:11.125-04:00 New_York, inScope, backgroundPoint}"
@b-0319,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-45,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:150°F, designHotWaterPower:17.8MMBTU/h, designHotWaterFlow:1.75gal/min, designAirFlow:600cfm}"
@b-031a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-45 Damper Output,✓,"","","","","","","",@b-0319,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-031b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-45 Discharge Air Flow,✓,"","","","","","","",@b-0319,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-031c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-45 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0319,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-031d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-45 Heating Valve Output,"","","","","","","","",@b-0319,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
@b-031e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-45 Supply Air Temperature,✓,"","","","","","","",@b-0319,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-031f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-45 Zone Air Temp Setpoint,"","","","","","","","",@b-0319,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-0320,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-45 Zone Temperature,"","","","","","","","",@b-0319,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-0321,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-46,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:153°F, designHotWaterPower:9.8MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:475cfm}"
@b-0322,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-46 Damper Output,✓,"","","","","","","",@b-0321,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0323,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-46 Discharge Air Flow,✓,"","","","","","","",@b-0321,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-0324,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-46 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0321,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, inScope, backgroundPoint}"
@b-0325,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-46 Heating Valve Output,"","","","","","","","",@b-0321,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
@b-0326,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-46 Supply Air Temperature,✓,"","","","","","","",@b-0321,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0327,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-46 Zone Air Temp Setpoint,"","","","","","","","",@b-0321,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-0328,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-46 Zone Temperature,"","","","","","","","",@b-0321,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0329,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-47,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:149°F, designHotWaterPower:25.9MMBTU/h, designHotWaterFlow:2.5gal/min, designAirFlow:1400cfm}"
@b-032a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-47 Damper Output,✓,"","","","","","","",@b-0329,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-032b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-47 Discharge Air Flow,✓,"","","","","","","",@b-0329,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:11.258-04:00 New_York, inScope, backgroundPoint}"
@b-032c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-47 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0329,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-032d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-47 Heating Valve Output,"","","","","","","","",@b-0329,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-032e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-47 Supply Air Temperature,✓,"","","","","","","",@b-0329,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, inScope, backgroundPoint}"
@b-032f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-47 Zone Air Temp Setpoint,"","","","","","","","",@b-0329,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:11.125-04:00 New_York, inScope, backgroundPoint}"
@b-0330,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-47 Zone Temperature,"","","","","","","","",@b-0329,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-0331,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-48,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:153°F, designHotWaterPower:9.5MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:475cfm}"
@b-0332,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-48 Damper Output,✓,"","","","","","","",@b-0331,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0333,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-48 Discharge Air Flow,✓,"","","","","","","",@b-0331,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:07.721-04:00 New_York, inScope, backgroundPoint}"
@b-0334,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-48 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0331,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
@b-0335,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-48 Heating Valve Output,"","","","","","","","",@b-0331,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.126-04:00 New_York, inScope, backgroundPoint}"
@b-0336,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-48 Supply Air Temperature,✓,"","","","","","","",@b-0331,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
@b-0337,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-48 Zone Air Temp Setpoint,"","","","","","","","",@b-0331,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0338,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-48 Zone Temperature,"","","","","","","","",@b-0331,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-0339,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-49,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:153°F, designHotWaterPower:9.5MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:475cfm}"
@b-033a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-49 Damper Output,✓,"","","","","","","",@b-0339,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-033b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-49 Discharge Air Flow,✓,"","","","","","","",@b-0339,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-033c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-49 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0339,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-033d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-49 Heating Valve Output,"","","","","","","","",@b-0339,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.126-04:00 New_York, inScope, backgroundPoint}"
@b-033e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-49 Supply Air Temperature,✓,"","","","","","","",@b-0339,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
@b-033f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-49 Zone Air Temp Setpoint,"","","","","","","","",@b-0339,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-0340,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-49 Zone Temperature,"","","","","","","","",@b-0339,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:07.473-04:00 New_York, inScope, backgroundPoint}"
@b-0341,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-5,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:151°F, designHotWaterPower:3.1MMBTU/h, designHotWaterFlow:0.5gal/min, designAirFlow:200cfm}"
@b-0342,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-5 Damper Output,✓,"","","","","","","",@b-0341,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0343,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-5 Discharge Air Flow,✓,"","","","","","","",@b-0341,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-0344,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-5 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0341,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
@b-0345,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-5 Heating Valve Output,"","","","","","","","",@b-0341,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.87-04:00 New_York, inScope, backgroundPoint}"
@b-0346,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-5 Supply Air Temperature,✓,"","","","","","","",@b-0341,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:09.627-04:00 New_York, inScope, backgroundPoint}"
@b-0347,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-5 Zone Air Temp Setpoint,"","","","","","","","",@b-0341,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-0348,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-5 Zone Temperature,"","","","","","","","",@b-0341,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:07.473-04:00 New_York, inScope, backgroundPoint}"
@b-0349,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-50,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:153°F, designHotWaterPower:9.8MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:475cfm}"
@b-034a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-50 Damper Output,✓,"","","","","","","",@b-0349,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:11.125-04:00 New_York, inScope, backgroundPoint}"
@b-034b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-50 Discharge Air Flow,✓,"","","","","","","",@b-0349,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
